,0
451,non functional
452,non functional
453,non functional
454,non functional
455,non functional
456,non functional
457,non functional
458,non functional
459,non functional
460,non functional
461,non functional
462,non functional
463,non functional
464,non functional
465,non functional
466,non functional
467,non functional
468,non functional
469,non functional
470,non functional
471,non functional
472,non functional
473,non functional
474,non functional
475,non functional
476,non functional
477,non functional
478,non functional
479,non functional
480,non functional
481,non functional
482,non functional
483,non functional
484,non functional
485,non functional
486,non functional
487,non functional
488,non functional
489,non functional
490,non functional
491,non functional
492,non functional
493,non functional
494,non functional
495,non functional
496,non functional
497,non functional
498,non functional
499,non functional
500,non functional
501,non functional
502,non functional
503,non functional
504,non functional
505,non functional
506,non functional
507,non functional
508,non functional
509,non functional
510,non functional
511,non functional
512,non functional
513,non functional
514,non functional
515,non functional
516,non functional
517,non functional
518,non functional
519,non functional
520,non functional
521,non functional
522,non functional
523,non functional
524,non functional
525,non functional
526,non functional
527,non functional
528,non functional
529,non functional
530,non functional
531,non functional
532,non functional
533,non functional
534,non functional
535,non functional
536,non functional
537,non functional
538,non functional
539,non functional
540,non functional
541,non functional
542,non functional
543,non functional
544,non functional
545,non functional
546,non functional
547,non functional
548,non functional
549,non functional
550,non functional
551,non functional
552,non functional
553,non functional
554,non functional
555,non functional
556,non functional
557,non functional
558,non functional
559,non functional
560,non functional
561,non functional
562,non functional
563,non functional
564,non functional
565,non functional
566,non functional
567,non functional
568,non functional
569,non functional
570,non functional
571,non functional
572,non functional
573,non functional
574,non functional
575,non functional
576,non functional
577,non functional
578,non functional
579,non functional
580,non functional
581,non functional
582,non functional
583,non functional
584,non functional
585,non functional
586,non functional
587,non functional
588,non functional
589,non functional
590,non functional
591,non functional
592,non functional
593,non functional
594,non functional
595,non functional
596,non functional
597,non functional
598,non functional
599,non functional
600,non functional
601,non functional
602,non functional
603,non functional
604,non functional
605,non functional
606,non functional
607,non functional
608,non functional
609,non functional
610,non functional
611,non functional
612,non functional
613,non functional
614,non functional
615,non functional
616,non functional
617,non functional
618,non functional
619,non functional
620,non functional
621,non functional
622,non functional
623,non functional
624,non functional
625,non functional
626,non functional
627,non functional
628,non functional
629,non functional
630,non functional
631,non functional
632,non functional
633,non functional
634,non functional
635,non functional
636,non functional
637,non functional
638,non functional
639,non functional
640,non functional
641,non functional
642,non functional
643,non functional
644,non functional
645,non functional
646,non functional
647,non functional
648,non functional
649,non functional
650,non functional
651,non functional
652,non functional
653,non functional
654,non functional
655,non functional
656,non functional
657,non functional
658,non functional
659,non functional
660,non functional
661,non functional
662,non functional
663,non functional
664,non functional
665,non functional
666,non functional
667,non functional
668,non functional
669,non functional
670,non functional
671,non functional
672,non functional
673,non functional
674,non functional
675,non functional
676,non functional
677,non functional
678,non functional
679,non functional
680,non functional
681,non functional
682,non functional
683,non functional
684,non functional
685,non functional
686,non functional
687,non functional
688,non functional
689,non functional
690,non functional
691,non functional
692,non functional
693,non functional
694,non functional
695,non functional
696,non functional
697,non functional
698,non functional
699,non functional
700,non functional
701,non functional
702,non functional
703,non functional
704,non functional
705,non functional
706,non functional
707,non functional
708,non functional
709,non functional
710,non functional
711,non functional
712,non functional
713,non functional
714,non functional
715,non functional
716,non functional
717,non functional
718,non functional
719,non functional
720,non functional
721,non functional
722,non functional
723,non functional
724,non functional
725,non functional
726,non functional
727,non functional
728,non functional
729,non functional
730,non functional
731,non functional
732,non functional
733,non functional
734,non functional
735,non functional
736,non functional
737,non functional
738,non functional
739,non functional
740,non functional
741,non functional
742,non functional
743,non functional
744,non functional
745,non functional
746,non functional
747,non functional
748,non functional
749,non functional
750,non functional
751,non functional
752,non functional
753,non functional
754,non functional
755,non functional
756,non functional
757,non functional
758,non functional
759,non functional
760,non functional
761,non functional
762,non functional
763,non functional
764,non functional
765,non functional
766,non functional
767,non functional
768,non functional
769,non functional
770,non functional
771,non functional
772,non functional
773,non functional
774,non functional
775,non functional
776,non functional
777,non functional
778,non functional
779,non functional
780,non functional
781,non functional
782,non functional
783,non functional
784,non functional
785,non functional
786,non functional
787,non functional
788,non functional
789,non functional
790,non functional
791,non functional
792,non functional
793,non functional
794,non functional
795,non functional
796,non functional
797,non functional
798,non functional
799,non functional
800,non functional
801,non functional
802,non functional
803,non functional
804,non functional
805,non functional
806,non functional
807,non functional
808,non functional
809,non functional
810,non functional
811,non functional
812,non functional
813,non functional
814,non functional
815,non functional
816,non functional
817,non functional
818,non functional
819,non functional
820,non functional
821,non functional
822,non functional
823,non functional
824,non functional
825,non functional
826,non functional
827,non functional
828,non functional
829,non functional
830,non functional
831,non functional
832,non functional
833,non functional
834,non functional
835,non functional
836,non functional
837,non functional
838,non functional
839,non functional
840,non functional
841,non functional
842,non functional
843,non functional
844,non functional
845,non functional
846,non functional
847,non functional
848,non functional
849,non functional
850,non functional
851,non functional
852,non functional
853,non functional
854,non functional
855,non functional
856,non functional
857,non functional
858,non functional
859,non functional
860,non functional
861,non functional
862,non functional
863,non functional
864,non functional
865,non functional
866,non functional
867,non functional
868,non functional
869,non functional
870,non functional
871,non functional
872,non functional
873,non functional
874,non functional
875,non functional
876,non functional
877,non functional
878,non functional
879,non functional
880,non functional
881,non functional
882,non functional
883,non functional
884,non functional
885,non functional
886,non functional
887,non functional
888,non functional
889,non functional
890,non functional
891,non functional
892,non functional
893,non functional
894,non functional
895,non functional
896,non functional
897,non functional
898,non functional
899,non functional
900,non functional
901,non functional
902,non functional
903,non functional
904,non functional
905,non functional
906,non functional
907,non functional
908,non functional
909,non functional
910,non functional
911,non functional
912,non functional
913,non functional
914,non functional
915,non functional
916,non functional
917,non functional
918,non functional
919,non functional
920,non functional
921,non functional
922,non functional
923,non functional
924,non functional
925,non functional
926,non functional
927,non functional
928,non functional
929,non functional
930,non functional
931,non functional
932,non functional
933,non functional
934,non functional
935,non functional
936,non functional
937,non functional
938,non functional
939,non functional
940,non functional
941,non functional
942,non functional
943,non functional
944,non functional
945,non functional
946,non functional
947,non functional
948,non functional
949,non functional
950,non functional
951,non functional
952,non functional
953,non functional
954,non functional
955,non functional
956,non functional
957,non functional
958,non functional
959,non functional
960,non functional
961,non functional
962,non functional
963,non functional
964,non functional
965,non functional
966,non functional
967,non functional
968,non functional
969,non functional
970,non functional
971,non functional
972,non functional
973,non functional
974,non functional
975,non functional
976,non functional
977,non functional
978,non functional
979,non functional
980,non functional
981,non functional
982,non functional
983,non functional
984,non functional
985,non functional
986,non functional
987,non functional
988,non functional
989,non functional
990,non functional
991,non functional
992,non functional
993,non functional
994,non functional
995,non functional
996,non functional
997,non functional
998,non functional
999,non functional
1000,non functional
1001,non functional
1002,non functional
1003,non functional
1004,non functional
1005,non functional
1006,non functional
1007,non functional
1008,non functional
1009,non functional
1010,non functional
1011,non functional
1012,non functional
1013,non functional
1014,non functional
1015,non functional
1016,non functional
1017,non functional
1018,non functional
1019,non functional
1020,non functional
1021,non functional
1022,non functional
1023,non functional
1024,non functional
1025,non functional
1026,non functional
1027,non functional
1028,non functional
1029,non functional
1030,non functional
1031,non functional
1032,non functional
1033,non functional
1034,non functional
1035,non functional
1036,non functional
1037,non functional
1038,non functional
1039,non functional
1040,non functional
1041,non functional
1042,non functional
1043,non functional
1044,non functional
1045,non functional
1046,non functional
1047,non functional
1048,non functional
1049,non functional
1050,non functional
1051,non functional
1052,non functional
1053,non functional
1054,non functional
1055,non functional
1056,non functional
1057,non functional
1058,non functional
1059,non functional
1060,non functional
1061,non functional
1062,non functional
1063,non functional
1064,non functional
1065,non functional
1066,non functional
1067,non functional
1068,non functional
1069,non functional
1070,non functional
1071,non functional
1072,non functional
1073,non functional
1074,non functional
1075,non functional
1076,non functional
1077,non functional
1078,non functional
1079,non functional
1080,non functional
1081,non functional
1082,non functional
1083,non functional
1084,non functional
1085,non functional
1086,non functional
1087,non functional
1088,non functional
1089,non functional
1090,non functional
1091,non functional
1092,non functional
1093,non functional
1094,non functional
1095,non functional
1096,non functional
1097,non functional
1098,non functional
1099,non functional
1100,non functional
1101,non functional
1102,non functional
1103,non functional
1104,non functional
1105,non functional
1106,non functional
1107,non functional
1108,non functional
1109,non functional
1110,non functional
1111,non functional
1112,non functional
1113,non functional
1114,non functional
1115,non functional
1116,non functional
1117,non functional
1118,non functional
1119,non functional
1120,non functional
1121,non functional
1122,non functional
1123,non functional
1124,non functional
1125,non functional
1126,non functional
1127,non functional
1128,non functional
1129,non functional
1130,non functional
1131,non functional
1132,non functional
1133,non functional
1134,non functional
1135,non functional
1136,non functional
1137,non functional
1138,non functional
1139,non functional
1140,non functional
1141,non functional
1142,non functional
1143,non functional
1144,non functional
1145,non functional
1146,non functional
1147,non functional
1148,non functional
1149,non functional
1150,non functional
1151,non functional
1152,non functional
1153,non functional
1154,non functional
1155,non functional
1156,non functional
1157,non functional
1158,non functional
1159,non functional
1160,non functional
1161,non functional
1162,non functional
1163,non functional
1164,non functional
1165,non functional
1166,non functional
1167,non functional
1168,non functional
1169,non functional
1170,non functional
1171,non functional
1172,non functional
1173,non functional
1174,non functional
1175,non functional
1176,non functional
1177,non functional
1178,non functional
1179,non functional
1180,non functional
1181,non functional
1182,non functional
1183,non functional
1184,non functional
1185,non functional
1186,non functional
1187,non functional
1188,non functional
1189,non functional
1190,non functional
1191,non functional
1192,non functional
1193,non functional
1194,non functional
1195,non functional
1196,non functional
1197,non functional
1198,non functional
1199,non functional
1200,non functional
1201,non functional
1202,non functional
1203,non functional
1204,non functional
1205,non functional
1206,non functional
1207,non functional
1208,non functional
1209,non functional
1210,non functional
1211,non functional
1212,non functional
1213,non functional
1214,non functional
1215,non functional
1216,non functional
1217,non functional
1218,non functional
1219,non functional
1220,non functional
1221,non functional
1222,non functional
1223,non functional
1224,non functional
1225,non functional
1226,non functional
1227,non functional
1228,non functional
1229,non functional
1230,non functional
1231,non functional
1232,non functional
1233,non functional
1234,non functional
1235,non functional
1236,non functional
1237,non functional
1238,non functional
1239,non functional
1240,non functional
1241,non functional
1242,non functional
1243,non functional
1244,non functional
1245,non functional
1246,non functional
1247,non functional
1248,non functional
1249,non functional
1250,non functional
1251,non functional
1252,non functional
1253,non functional
1254,non functional
1255,non functional
1256,non functional
1257,non functional
1258,non functional
1259,non functional
1260,non functional
1261,non functional
1262,non functional
1263,non functional
1264,non functional
1265,non functional
1266,non functional
1267,non functional
1268,non functional
1269,non functional
1270,non functional
1271,non functional
1272,non functional
1273,non functional
1274,non functional
1275,non functional
1276,non functional
1277,non functional
1278,non functional
1279,non functional
1280,non functional
1281,non functional
1282,non functional
1283,non functional
1284,non functional
1285,non functional
1286,non functional
1287,non functional
1288,non functional
1289,non functional
1290,non functional
1291,non functional
1292,non functional
1293,non functional
1294,non functional
1295,non functional
1296,non functional
1297,non functional
1298,non functional
1299,non functional
1300,non functional
1301,non functional
1302,non functional
1303,non functional
1304,non functional
1305,non functional
1306,non functional
1307,non functional
1308,non functional
1309,non functional
1310,non functional
1311,non functional
1312,non functional
1313,non functional
1314,non functional
1315,non functional
1316,non functional
1317,non functional
1318,non functional
1319,non functional
1320,non functional
1321,non functional
1322,non functional
1323,non functional
1324,non functional
1325,non functional
1326,non functional
1327,non functional
1328,non functional
1329,non functional
1330,non functional
1331,non functional
1332,non functional
1333,non functional
1334,non functional
1335,non functional
1336,non functional
1337,non functional
1338,non functional
1339,non functional
1340,non functional
1341,non functional
1342,non functional
1343,non functional
1344,non functional
1345,non functional
1346,non functional
1347,non functional
1348,non functional
1349,non functional
1350,non functional
1351,non functional
1352,non functional
1353,non functional
1354,non functional
1355,non functional
1356,non functional
1357,non functional
1358,non functional
1359,non functional
1360,non functional
1361,non functional
1362,non functional
1363,non functional
1364,non functional
1365,non functional
1366,non functional
1367,non functional
1368,non functional
1369,non functional
1370,non functional
1371,non functional
1372,non functional
1373,non functional
1374,non functional
1375,non functional
1376,non functional
1377,non functional
1378,non functional
1379,non functional
1380,non functional
1381,non functional
1382,non functional
1383,non functional
1384,non functional
1385,non functional
1386,non functional
1387,non functional
1388,non functional
1389,non functional
1390,non functional
1391,non functional
1392,non functional
1393,non functional
1394,non functional
1395,non functional
1396,non functional
1397,non functional
1398,non functional
1399,non functional
1400,non functional
1401,non functional
1402,non functional
1403,non functional
1404,non functional
1405,non functional
1406,non functional
1407,non functional
1408,non functional
1409,non functional
1410,non functional
1411,non functional
1412,non functional
1413,non functional
1414,non functional
1415,non functional
1416,non functional
1417,non functional
1418,non functional
1419,non functional
1420,non functional
1421,non functional
1422,non functional
1423,non functional
1424,non functional
1425,non functional
1426,non functional
1427,non functional
1428,non functional
1429,non functional
1430,non functional
1431,non functional
1432,non functional
1433,non functional
1434,non functional
1435,non functional
1436,non functional
1437,non functional
1438,non functional
1439,non functional
1440,non functional
1441,non functional
1442,non functional
1443,non functional
1444,non functional
1445,non functional
1446,non functional
1447,non functional
1448,non functional
1449,non functional
1450,non functional
1451,non functional
1452,non functional
1453,non functional
1454,non functional
1455,non functional
1456,non functional
1457,non functional
1458,non functional
1459,non functional
1460,non functional
1461,non functional
1462,non functional
1463,non functional
1464,non functional
1465,non functional
1466,non functional
1467,non functional
1468,non functional
1469,non functional
1470,non functional
1471,non functional
1472,non functional
1473,non functional
1474,non functional
1475,non functional
1476,non functional
1477,non functional
1478,non functional
1479,non functional
1480,non functional
1481,non functional
1482,non functional
1483,non functional
1484,non functional
1485,non functional
1486,non functional
1487,non functional
1488,non functional
1489,non functional
1490,non functional
1491,non functional
1492,non functional
1493,non functional
1494,non functional
1495,non functional
1496,non functional
1497,non functional
1498,non functional
1499,non functional
1500,non functional
1501,non functional
1502,non functional
1503,non functional
1504,non functional
1505,non functional
1506,non functional
1507,non functional
1508,non functional
1509,non functional
1510,non functional
1511,non functional
1512,non functional
1513,non functional
1514,non functional
1515,non functional
1516,non functional
1517,non functional
1518,non functional
1519,non functional
1520,non functional
1521,non functional
1522,non functional
1523,non functional
1524,non functional
1525,non functional
1526,non functional
1527,non functional
1528,non functional
1529,non functional
1530,non functional
1531,non functional
1532,non functional
1533,non functional
1534,non functional
1535,non functional
1536,non functional
1537,non functional
1538,non functional
1539,non functional
1540,non functional
1541,non functional
1542,non functional
1543,non functional
1544,non functional
1545,non functional
1546,non functional
1547,non functional
1548,non functional
1549,non functional
1550,non functional
1551,non functional
1552,non functional
1553,non functional
1554,non functional
1555,non functional
1556,non functional
1557,non functional
1558,non functional
1559,non functional
1560,non functional
1561,non functional
1562,non functional
1563,non functional
1564,non functional
1565,non functional
1566,non functional
1567,non functional
1568,non functional
1569,non functional
1570,non functional
1571,non functional
1572,non functional
1573,non functional
1574,non functional
1575,non functional
1576,non functional
1577,non functional
1578,non functional
1579,non functional
1580,non functional
1581,non functional
1582,non functional
1583,non functional
1584,non functional
1585,non functional
1586,non functional
1587,non functional
1588,non functional
1589,non functional
1590,non functional
1591,non functional
1592,non functional
1593,non functional
1594,non functional
1595,non functional
1596,non functional
1597,non functional
1598,non functional
1599,non functional
1600,non functional
1601,non functional
1602,non functional
1603,non functional
1604,non functional
1605,non functional
1606,non functional
1607,non functional
1608,non functional
1609,non functional
1610,non functional
1611,non functional
1612,non functional
1613,non functional
1614,non functional
1615,non functional
1616,non functional
1617,non functional
1618,non functional
1619,non functional
1620,non functional
1621,non functional
1622,non functional
1623,non functional
1624,non functional
1625,non functional
1626,non functional
1627,non functional
1628,non functional
1629,non functional
1630,non functional
1631,non functional
1632,non functional
1633,non functional
1634,non functional
1635,non functional
1636,non functional
1637,non functional
1638,non functional
1639,non functional
1640,non functional
1641,non functional
1642,non functional
1643,non functional
1644,non functional
1645,non functional
1646,non functional
1647,non functional
1648,non functional
1649,non functional
1650,non functional
1651,non functional
1652,non functional
1653,non functional
1654,non functional
1655,non functional
1656,non functional
1657,non functional
1658,non functional
1659,non functional
1660,non functional
1661,non functional
1662,non functional
1663,non functional
1664,non functional
1665,non functional
1666,non functional
1667,non functional
1668,non functional
1669,non functional
1670,non functional
1671,non functional
1672,non functional
1673,non functional
1674,non functional
1675,non functional
1676,non functional
1677,non functional
1678,non functional
1679,non functional
1680,non functional
1681,non functional
1682,non functional
1683,non functional
1684,non functional
1685,non functional
1686,non functional
1687,non functional
1688,non functional
1689,non functional
1690,non functional
1691,non functional
1692,non functional
1693,non functional
1694,non functional
1695,non functional
1696,non functional
1697,non functional
1698,non functional
1699,non functional
1700,non functional
1701,non functional
1702,non functional
1703,non functional
1704,non functional
1705,non functional
1706,non functional
1707,non functional
1708,non functional
1709,non functional
1710,non functional
1711,non functional
1712,non functional
1713,non functional
1714,non functional
1715,non functional
1716,non functional
1717,non functional
1718,non functional
1719,non functional
1720,non functional
1721,non functional
1722,non functional
1723,non functional
1724,non functional
1725,non functional
1726,non functional
1727,non functional
1728,non functional
1729,non functional
1730,non functional
1731,non functional
1732,non functional
1733,non functional
1734,non functional
1735,non functional
1736,non functional
1737,non functional
1738,non functional
1739,non functional
1740,non functional
1741,non functional
1742,non functional
1743,non functional
1744,non functional
1745,non functional
1746,non functional
1747,non functional
1748,non functional
1749,non functional
1750,non functional
1751,non functional
1752,non functional
1753,non functional
1754,non functional
1755,non functional
1756,non functional
1757,non functional
1758,non functional
1759,non functional
1760,non functional
1761,non functional
1762,non functional
1763,non functional
1764,non functional
1765,non functional
1766,non functional
1767,non functional
1768,non functional
1769,non functional
1770,non functional
1771,non functional
1772,non functional
1773,non functional
1774,non functional
1775,non functional
1776,non functional
1777,non functional
1778,non functional
1779,non functional
1780,non functional
1781,non functional
1782,non functional
1783,non functional
1784,non functional
1785,non functional
1786,non functional
1787,non functional
1788,non functional
1789,non functional
1790,non functional
1791,non functional
1792,non functional
1793,non functional
1794,non functional
1795,non functional
1796,non functional
1797,non functional
1798,non functional
1799,non functional
1800,non functional
1801,non functional
1802,non functional
1803,non functional
1804,non functional
1805,non functional
1806,non functional
1807,non functional
1808,non functional
1809,non functional
1810,non functional
1811,non functional
1812,non functional
1813,non functional
1814,non functional
1815,non functional
1816,non functional
1817,non functional
1818,non functional
1819,non functional
1820,non functional
1821,non functional
1822,non functional
1823,non functional
1824,non functional
1825,non functional
1826,non functional
1827,non functional
1828,non functional
1829,non functional
1830,non functional
1831,non functional
1832,non functional
1833,non functional
1834,non functional
1835,non functional
1836,non functional
1837,non functional
1838,non functional
1839,non functional
1840,non functional
1841,non functional
1842,non functional
1843,non functional
1844,non functional
1845,non functional
1846,non functional
1847,non functional
1848,non functional
1849,non functional
1850,non functional
1851,non functional
1852,non functional
1853,non functional
1854,non functional
1855,non functional
1856,non functional
1857,non functional
1858,non functional
1859,non functional
1860,non functional
1861,non functional
1862,non functional
1863,non functional
1864,non functional
1865,non functional
1866,non functional
1867,non functional
1868,non functional
1869,non functional
1870,non functional
1871,non functional
1872,non functional
1873,non functional
1874,non functional
1875,non functional
1876,non functional
1877,non functional
1878,non functional
1879,non functional
1880,non functional
1881,non functional
1882,non functional
1883,non functional
1884,non functional
1885,non functional
1886,non functional
1887,non functional
1888,non functional
1889,non functional
1890,non functional
1891,non functional
1892,non functional
1893,non functional
1894,non functional
1895,non functional
1896,non functional
1897,non functional
1898,non functional
1899,non functional
1900,non functional
1901,non functional
1902,non functional
1903,non functional
1904,non functional
1905,non functional
1906,non functional
1907,non functional
1908,non functional
1909,non functional
1910,non functional
1911,non functional
1912,non functional
1913,non functional
1914,non functional
1915,non functional
1916,non functional
1917,non functional
1918,non functional
1919,non functional
1920,non functional
1921,non functional
1922,non functional
1923,non functional
1924,non functional
1925,non functional
1926,non functional
1927,non functional
1928,non functional
1929,non functional
1930,non functional
1931,non functional
1932,non functional
1933,non functional
1934,non functional
1935,non functional
1936,non functional
1937,non functional
1938,non functional
1939,non functional
1940,non functional
1941,non functional
1942,non functional
1943,non functional
1944,non functional
1945,non functional
1946,non functional
1947,non functional
1948,non functional
1949,non functional
1950,non functional
1951,non functional
1952,non functional
1953,non functional
1954,non functional
1955,non functional
1956,non functional
1957,non functional
1958,non functional
1959,non functional
1960,non functional
1961,non functional
1962,non functional
1963,non functional
1964,non functional
1965,non functional
1966,non functional
1967,non functional
1968,non functional
1969,non functional
1970,non functional
1971,non functional
1972,non functional
1973,non functional
1974,non functional
1975,non functional
1976,non functional
1977,non functional
1978,non functional
1979,non functional
1980,non functional
1981,non functional
1982,non functional
1983,non functional
1984,non functional
1985,non functional
1986,non functional
1987,non functional
1988,non functional
1989,non functional
1990,non functional
1991,non functional
1992,non functional
1993,non functional
1994,non functional
1995,non functional
1996,non functional
1997,non functional
1998,non functional
1999,non functional
2000,non functional
2001,non functional
2002,non functional
2003,non functional
2004,non functional
2005,non functional
2006,non functional
2007,non functional
2008,non functional
2009,non functional
2010,non functional
2011,non functional
2012,non functional
2013,non functional
2014,non functional
2015,non functional
2016,non functional
2017,non functional
2018,non functional
2019,non functional
2020,non functional
2021,non functional
2022,non functional
2023,non functional
2024,non functional
2025,non functional
2026,non functional
2027,non functional
2028,non functional
2029,non functional
2030,non functional
2031,non functional
2032,non functional
2033,non functional
2034,non functional
2035,non functional
2036,non functional
2037,non functional
2038,non functional
2039,non functional
2040,non functional
2041,non functional
2042,non functional
2043,non functional
2044,non functional
2045,non functional
2046,non functional
2047,non functional
2048,non functional
2049,non functional
2050,non functional
2051,non functional
2052,non functional
2053,non functional
2054,non functional
2055,non functional
2056,non functional
2057,non functional
2058,non functional
2059,non functional
2060,non functional
2061,non functional
2062,non functional
2063,non functional
2064,non functional
2065,non functional
2066,non functional
2067,non functional
2068,non functional
2069,non functional
2070,non functional
2071,non functional
2072,non functional
2073,non functional
2074,non functional
2075,non functional
2076,non functional
2077,non functional
2078,non functional
2079,non functional
2080,non functional
2081,non functional
2082,non functional
2083,non functional
2084,non functional
2085,non functional
2086,non functional
2087,non functional
2088,non functional
2089,non functional
2090,non functional
2091,non functional
2092,non functional
2093,non functional
2094,non functional
2095,non functional
2096,non functional
2097,non functional
2098,non functional
2099,non functional
2100,non functional
2101,non functional
2102,non functional
2103,non functional
2104,non functional
2105,non functional
2106,non functional
2107,non functional
2108,non functional
2109,non functional
2110,non functional
2111,non functional
2112,non functional
2113,non functional
2114,non functional
2115,non functional
2116,non functional
2117,non functional
2118,non functional
2119,non functional
2120,non functional
2121,non functional
2122,non functional
2123,non functional
2124,non functional
2125,non functional
2126,non functional
2127,non functional
2128,non functional
2129,non functional
2130,non functional
2131,non functional
2132,non functional
2133,non functional
2134,non functional
2135,non functional
2136,non functional
2137,non functional
2138,non functional
2139,non functional
2140,non functional
2141,non functional
